id,domain,name,gate,priority,squad,assignee,predecessors,baselineStatus,deliveryStatus,frontendFeature,frontendPath,acceptance,acceptanceTestId,source,sourceRow
WHK-003,Customer webhooks,HMAC signing and secret rotation,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,"Signing covers delivery timestamp, stable event ID and exact body bytes; dual-key rotation is tested.",AT-WHK-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,89
WHK-004,Customer webhooks,Reliable endpoint delivery,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,"Per-endpoint ordering option, bounded concurrency and retry schedule survive receiver outages.",AT-WHK-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,90
WHK-005,Customer webhooks,Delivery and acknowledgement ledger,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,"2xx records endpoint acceptance only; attempts, status code and response summary remain available.",AT-WHK-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,91
WHK-006,Customer webhooks,Replay and dead-letter UI,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,"Replay retains event ID, creates new delivery ID and shows duplicate-processing warning.",AT-WHK-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,92
WHK-007,Customer webhooks,SSRF and egress isolation,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,Private/link-local/metadata destinations and redirect/rebinding attacks are blocked.,AT-WHK-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,93
WHK-008,Customer webhooks,Inbound custom webhook triggers,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,"Authentication, payload size, schema validation and idempotency precede workflow activation.",AT-WHK-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,94
WHK-009,Customer webhooks,Webhook sandbox and SDK verifier,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,Documented examples verify signatures and reject expired timestamps and reused delivery IDs.,AT-WHK-009,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,95
WHK-010,Customer webhooks,Business completion acknowledgement,G1,P0,Integrations,Unassigned,EVT-002; PLT-008,Not started,not_started,webhooks,src/features/studio/FeatureStudioPage.jsx,Optional business-ack API is authenticated and separate from transport 2xx delivery acknowledgement.,AT-WHK-010,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,96
CUS-001,Customer state and consent,"Contacts, companies and attributes",G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,"Custom fields are versioned with validation, import errors and deletion controls.",AT-CUS-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,97
CUS-002,Customer state and consent,Verified cross-channel identity linking,G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,Merge requires proof/authorized confirmation; shared display names never auto-merge accounts.,AT-CUS-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,98
CUS-003,Customer state and consent,Consent and preference center,G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,"Purpose, channel, source, time and revocation are recorded and queryable.",AT-CUS-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,99
CUS-004,Customer state and consent,Customer journey state,G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,Lifecycle states update with event version checks and preserve source provenance.,AT-CUS-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,100
CUS-005,Customer state and consent,Customer memory and summaries,G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,Authorized context retrieval respects tenant/customer ACLs and separates facts from inference.,AT-CUS-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,101
CUS-006,Customer state and consent,CRM sync ownership,G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,"Field source-of-truth, conflict resolution and sync-loop suppression are explicit.",AT-CUS-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,102
CUS-007,Customer state and consent,Segments and audience snapshots,G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,Campaign audiences are reproducible with suppression rechecked before send.,AT-CUS-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,103
CUS-008,Customer state and consent,"Import, export and merge rollback",G1,P0,Customer,Unassigned,DAT-006,Not started,not_started,customer-state,src/features/studio/FeatureStudioPage.jsx,"Large jobs stream, validate and report rejects; identity unlink repairs affected views.",AT-CUS-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,104
MIS-001,Mission and experience compiler,Mission domain model,G1,P0,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,"Goal, measurable success, budget, policy, audience, owner and attribution window are versioned.",AT-MIS-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,105
MIS-002,Mission and experience compiler,Prompt-to-mission draft,G1,P0,Automation,Unassigned,WFL-002; ACT-001; AIG-001; AIG-009,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,Compiler emits typed draft and missing-dependency report; never invents permissions or connections.,AT-MIS-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,106
MIS-003,Mission and experience compiler,Capability dependency resolution,G1,P0,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,Every action maps to an approved connector operation and current capability snapshot.,AT-MIS-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,107
MIS-004,Mission and experience compiler,Workflow intermediate representation,G1,P0,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,"Prompt, canvas, template and developer modes produce the same validated IR.",AT-MIS-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,108
MIS-005,Mission and experience compiler,Static mission safety checks,G1,P0,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,"Cycles, types, credentials, cost limits, approval paths and unreachable outcomes are checked.",AT-MIS-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,109
MIS-006,Mission and experience compiler,Channel-native experience compiler,G2,P1,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,One experience schema renders approved channel interactions or explicit web fallback.,AT-MIS-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,110
MIS-007,Mission and experience compiler,Publish approvals and immutable versions,G1,P0,Automation,Unassigned,WFL-002; ACT-001; MIS-004; MIS-005,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,Production versions are immutable and executions remain pinned after later edits.,AT-MIS-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,111
MIS-008,Mission and experience compiler,KPI and verified outcomes,G1,P0,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,A provider receipt is not counted as a booking/payment/visit without authoritative outcome evidence.,AT-MIS-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,112
MIS-009,Mission and experience compiler,Industry mission templates,G2,P1,Automation,Unassigned,WFL-002; ACT-001,Not started,not_started,missions,src/features/studio/FeatureStudioPage.jsx,"Real estate, education, commerce and service templates include test fixtures and consent gaps.",AT-MIS-009,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,113
WFL-001,Workflow studio and runtime,Visual workflow canvas,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,"Node palette, typed ports, validation, undo/redo, zoom, autosave and keyboard operations work.",AT-WFL-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,114
WFL-002,Workflow studio and runtime,Reusable node framework,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,"Signed node packages declare schema, version, side effects, timeout, idempotency and capabilities.",AT-WFL-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,115
WFL-003,Workflow studio and runtime,Trigger and schedule nodes,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Channel/event/webhook/manual/schedule triggers deduplicate; time zones and DST are tested.,AT-WFL-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,116
WFL-004,Workflow studio and runtime,"Logic, data and mapping nodes",G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,"Conditions, bounded loops, joins and transformations validate types without arbitrary eval.",AT-WFL-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,117
WFL-005,Workflow studio and runtime,Durable waits and human tasks,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Days-long waits resume after worker failure; approval is authenticated and bound to exact action.,AT-WFL-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,118
WFL-006,Workflow studio and runtime,Temporal mission interpreter,G1,P0,Automation,Unassigned,EVT-002; PLT-006; MIS-004,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Activities contain side effects; workflow replay remains deterministic across code changes.,AT-WFL-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,119
WFL-007,Workflow studio and runtime,Fast-path automations,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Simple deterministic routing avoids a workflow start per receipt while using the same action gateway.,AT-WFL-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,120
WFL-008,Workflow studio and runtime,Runtime quotas and fair queues,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Per-tenant execution/token/action limits prevent recursion and noisy-neighbor starvation.,AT-WFL-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,121
WFL-009,Workflow studio and runtime,Signals and conversation continuations,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Only relevant events signal running missions; duplicate signals do not duplicate actions.,AT-WFL-009,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,122
WFL-010,Workflow studio and runtime,Debugger and safe resume,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Inputs/outputs are redacted; resume skips completed side effects unless explicit new execution is approved.,AT-WFL-010,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,123
WFL-011,Workflow studio and runtime,"Versioning, rollback and migration",G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,New runs use selected version; in-flight migration requires supported replay-safe migration.,AT-WFL-011,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,124
WFL-012,Workflow studio and runtime,History compaction and cleanup,G1,P0,Automation,Unassigned,EVT-002; PLT-006,Not started,not_started,workflows,src/features/automation/WorkflowsKanban.jsx,Continue-As-New and payload references keep histories bounded without losing logical run linkage.,AT-WFL-012,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,125
ACT-001,Policy and verified actions,Policy studio and rule compiler,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,No-code rules produce reviewed versioned policies; default deny on missing required facts.,AT-ACT-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,126
ACT-002,Policy and verified actions,Unified action gateway,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"AI, humans, API and campaign workers cannot bypass authorization/consent/budget checks.",AT-ACT-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,127
ACT-003,Policy and verified actions,Durable action state machine,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"Reserve, approve, execute, unknown, confirm and fail states handle races and retries.",AT-ACT-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,128
ACT-004,Policy and verified actions,Idempotency and fencing,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"Action IDs include tenant, execution and step; stale workers cannot acquire a new authorized send.",AT-ACT-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,129
ACT-005,Policy and verified actions,Approval binding and expiry,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"Approval includes payload hash, amount, beneficiary and policy version; change invalidates approval.",AT-ACT-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,130
ACT-006,Policy and verified actions,Budget reservation and reconciliation,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,Concurrent actions cannot overspend reserved tenant budget; unused reservations release.,AT-ACT-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,131
ACT-007,Policy and verified actions,Provider verification adapters,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"Verified receipt distinguishes acknowledgement, observed state and business outcome evidence.",AT-ACT-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,132
ACT-008,Policy and verified actions,Compensation and manual recovery,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,Refund/cancel/rollback steps are explicit sagas; irreversible actions are never described as undoable.,AT-ACT-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,133
ACT-009,Policy and verified actions,Action receipt and evidence integrity,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"Receipt chain has actor, policy, version, timestamps and evidence pointers without raw secret data.",AT-ACT-009,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,134
ACT-010,Policy and verified actions,Kill switches and emergency containment,G1,P0,Security,Unassigned,PLT-003; DAT-002,Not started,not_started,policy-studio,src/features/studio/FeatureStudioPage.jsx,"Tenant, channel, mission, connector and global side-effect stops work independently of UI.",AT-ACT-010,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,135
SIM-001,Journey twin and controlled change,Deterministic provider/integration simulator,G1,P0,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,"Signed fixtures reproduce limits, errors, expiry, duplicate and late callbacks.",AT-SIM-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,136
SIM-002,Journey twin and controlled change,Synthetic customer scenarios,G1,P0,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,Synthetic outcomes are labeled simulated and never presented as proven real conversion rates.,AT-SIM-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,137
SIM-003,Journey twin and controlled change,Network-isolated shadow runtime,G1,P0,Automation,Unassigned,MIS-004; WFL-006; SIM-001; SEC-009,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,Shadow has no production credentials and network denies all production side effects.,AT-SIM-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,138
SIM-004,Journey twin and controlled change,Historical replay and time controls,G2,P1,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,Replay uses authorized redacted data and records version/dataset/seed for reproducibility.,AT-SIM-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,139
SIM-005,Journey twin and controlled change,Canary experiment manager,G2,P1,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,"Randomized cohorts, guardrails and stop conditions precede claims of causal uplift.",AT-SIM-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,140
SIM-006,Journey twin and controlled change,Provider Change Radar,G2,P1,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,"Changes create reviewed impact reports and evidence-linked migrations, not silent live mutations.",AT-SIM-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,141
SIM-007,Journey twin and controlled change,Workflow Doctor proposals,G2,P1,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,"Repair candidates require schema validation, tests, simulation and authorized publication.",AT-SIM-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,142
SIM-008,Journey twin and controlled change,Cost and risk reports,G2,P1,Automation,Unassigned,MIS-004; WFL-006,Not started,not_started,journey-twin,src/features/studio/FeatureStudioPage.jsx,"Observed costs, scenario estimates and unknowns appear separately with assumptions and confidence limits.",AT-SIM-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,143
AIG-001,AI agents and knowledge,AI gateway and model policies,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,"Tenant allowlist, data processing terms, budget and egress restrictions gate every model request.",AT-AIG-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,144
AIG-002,AI agents and knowledge,BYOK and local model endpoints,G2,P1,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Keys use vault references; local-only routes never silently fall back to a public model.,AT-AIG-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,145
AIG-003,AI agents and knowledge,Model routing and bounded fallbacks,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,"Timeout/circuit-breaker routing respects privacy, region and model capability restrictions.",AT-AIG-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,146
AIG-004,AI agents and knowledge,Agent roles and tool permissions,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Agent roles cannot mint wider scopes; tool calls use explicit action contracts.,AT-AIG-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,147
AIG-005,AI agents and knowledge,Agent teams and human handoff,G2,P1,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Delegation remains bounded; humans receive context and take exclusive conversation control.,AT-AIG-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,148
AIG-006,AI agents and knowledge,Knowledge ingestion and file parsing,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,"Parser sandbox scans files, handles errors and records document ACL/version/retention.",AT-AIG-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,149
AIG-007,AI agents and knowledge,Hybrid retrieval and citations,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Tenant/ACL filters apply before retrieval and reranking; outputs cite accessible source passages.,AT-AIG-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,150
AIG-008,AI agents and knowledge,Tenant answer caching,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,"Cache key includes tenant, ACL, knowledge/model/prompt versions and freshness; live facts bypass reuse.",AT-AIG-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,151
AIG-009,AI agents and knowledge,Structured generation and validation,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Invalid tool arguments and unsupported claims are rejected or escalated.,AT-AIG-009,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,152
AIG-010,AI agents and knowledge,Prompt injection and exfiltration defense,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Untrusted content cannot alter tool permissions or leak keys/customer data.,AT-AIG-010,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,153
AIG-011,AI agents and knowledge,Agent evaluations and approval,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,Representative regression and adversarial sets precede autonomy increases.,AT-AIG-011,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,154
AIG-012,AI agents and knowledge,AI data-use enforcement,G1,P0,AI,Unassigned,PLT-008; ACT-002,Not started,not_started,ai-policy,src/features/studio/FeatureStudioPage.jsx,No pooled training/improvement from restricted provider data; allowed uses require recorded legal approval.,AT-AIG-012,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,155
INT-001,Integration platform,Connector SDK and manifests,G1,P0,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"Auth, schemas, limits, effects, health, error and version contracts pass certification.",AT-INT-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,156
INT-002,Integration platform,OAuth connection manager,G1,P0,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"State, PKCE where supported, scope checks and single-flight token refresh are tested.",AT-INT-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,157
INT-003,Integration platform,OpenAPI private connector builder,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,Import produces a draft; auth ambiguity and unsupported webhooks require developer configuration.,AT-INT-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,158
INT-004,Integration platform,Generic HTTP action,G1,P0,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"URL, response size, timeout and egress policy enforced; secrets are injected only for allowed hosts.",AT-INT-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,159
INT-005,Integration platform,CRM connector pack,G1,P0,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"Salesforce, HubSpot and Zoho actions are certified against sandbox fixtures and field ownership rules.",AT-INT-005,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,160
INT-006,Integration platform,Commerce connector pack,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,Shopify and WooCommerce events deduplicate and reconcile orders with source systems.,AT-INT-006,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,161
INT-007,Integration platform,Payment connector pack,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,Razorpay/Stripe callbacks verify signatures; payment success is never inferred from browser redirects.,AT-INT-007,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,162
INT-008,Integration platform,Calendar and productivity pack,G1,P0,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"Calendar, Sheets, Drive, Slack and Teams use least privilege and tested scoped operations.",AT-INT-008,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,163
INT-009,Integration platform,Support and ERP extensions,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,Jira/ServiceNow/support and internal ERP connectors publish only certified capabilities.,AT-INT-009,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,164
INT-010,Integration platform,Connector health and repair,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"Revocation, schema drift and auth expiry create actionable repair flows.",AT-INT-010,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,165
INT-011,Integration platform,Private network connector agent,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,Outbound-only mutually authenticated bridge enforces tenant/workspace and destination policy.,AT-INT-011,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,166
INT-012,Integration platform,Marketplace review and package signing,G2,P1,Integrations,Unassigned,PLT-008; ACT-002,Not started,not_started,connector-studio,src/features/studio/FeatureStudioPage.jsx,"Untrusted connector code has reviewed permissions, isolated runtime and kill switch.",AT-INT-012,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,167
DEV-001,Public developer platform,Public API and OpenAPI contract,G1,P0,API,Unassigned,PLT-003; EVT-002,Not started,not_started,developer-center,src/features/studio/FeatureStudioPage.jsx,"Versioned endpoints have scopes, pagination, error schemas, idempotency and examples.",AT-DEV-001,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,168
DEV-002,Public developer platform,API keys and service identities,G1,P0,API,Unassigned,PLT-003; EVT-002,Not started,not_started,developer-center,src/features/studio/FeatureStudioPage.jsx,Credentials are hashed/revocable/scoped; tenant identity is derived server-side.,AT-DEV-002,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,169
DEV-003,Public developer platform,OAuth apps for customer developers,G2,P1,API,Unassigned,PLT-003; EVT-002,Not started,not_started,developer-center,src/features/studio/FeatureStudioPage.jsx,Authorization code flow binds organization and scopes with redirect validation and consent.,AT-DEV-003,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,170
DEV-004,Public developer platform,Mission execution and status API,G1,P0,API,Unassigned,PLT-003; EVT-002; MIS-001,Not started,not_started,developer-center,src/features/studio/FeatureStudioPage.jsx,202 returns execution ID; polling and callbacks provide truthful asynchronous status.,AT-DEV-004,Customer_Action_OS_Delivery_Tracker_v1(1).xlsx / Feature Tracker,171
